__text__,kmeans_label,dbscan_label
many people hate videographer,2,-1
parent said hit buy professional camera please help reach,2,-1
unsubscribe become shill,2,-1
change,2,-1
get apple still release phone every year iphone still fast chip iphone people wasting money point,1,-1
true,2,-1
first canceled audio jack coz wan make phone cleaner back paddle buncha button around phone tbh never use mute switch rather audio jack,2,-1
apple jut close shop year give something actually new gosh,1,-1
need apple event release directly save money change model event required,2,-1
woooww good see new nothing phone,2,-1
sound echoey like talking cave,2,-1
apple made totally different time,2,-1
usual apple worried giving people product real innovation thing concerned size phone increasing price variety color expandable memory slot looking forward switching samsung,2,-1
new button camera shutter,2,-1
thought samsung sec,2,-1
people say phone actually different introduction apple intelligence feature,2,-1
think pro max like would rather get pro max,0,-1
mention holding horizontally using button photo,2,-1
welcome back iphone,3,-1
worthless phone company make phone year nothing changing like made look like samsung nothing new embarrassing point,4,-1
nice zeniphone,2,8
shit since move camera,2,-1
follow mean see comment,2,-1
watching video bank account else,2,-1
land fake,2,-1
set better experience,2,-1
agree people say latest iphones samsung galaxy look imo photographer someone need best device work like people world phone device need change every single year money buy new iphone still working perfectly going upgrade pro honestly huge upgrade absolutely know want upgrade newer device huge upgrade problem people always want latest brag many thing spend invest money instead changing phone every year blame society consumerist,1,-1
look like going back iphone camera layout least bigger tho,4,-1
bro use green screen studio looking soo big,2,-1
like inspired batcave nolan batman,2,-1
cant afford iphone phone,3,-1
idkbt,2,2
wow innovative design iphone wow button,2,-1
diagonally camera look attractive,4,-1
even apple fan think buy basic model see samsungs basic model make sale future,2,-1
iphone massive camera,3,-1
tech channel one included going leaked info expected mock model definitely contributing factor one various reason longer much excitement company finally make official announcement nowadays reaction like like expected leaked info except difference something like miss day watching apple event company announcement brought joy excitement,2,-1
even without mocked ups showed new iphone would say always,2,-1
avoid video,2,-1
always look away turn device,2,-1
watch,2,-1
phone every year anyway quit cry get ready buy new rendition phone,1,-1
lol,2,7
many hype vision pro reality see vision pro actually,0,-1
people really caring new iphones teen lower socioeconomic class,2,-1
superstardj true ppl money buy like candy wealthy ppl probably care low class ppl different class ppl money rich wealthy example old money new money etc agree teen aspect thoe teen always want newest,2,-1
bro leak happening year,1,-1
disappointed nothing leak look like futuristic stuff iphone came like buying stuff upgrade upgrade could implement software update higher price company make change sheep following trend best iphone,4,-1
consssooomerr,2,2
nothing exciting iphones incremental best ever marketing fooling,2,-1
miss little joy capitalism lmfoaoo,2,-1
usering know count hype wallet stroke saw price,2,-1
apple boring company release shit shut,2,-1
maybe stop hardcore consoomer,2,-1
lol,2,7
real phone though,2,-1
like camera capture button,4,-1
idea,2,-1
button bottom right side meant capture button saw video,2,-1
cant lie black colour cold batman worthy,2,-1
good,2,-1
extra button camera,2,-1
nice,2,8
stupid iphones take one,2,-1
stick current iphones dont upgrade unless iphone even,3,-1
boring boring change old style presentation,2,-1
bring back lew later,2,-1
wait apple making phone look like samsung,4,-1
pro pro max,0,-1
really like new placement mean unit film spatial video,2,-1
hell get,2,-1
guess waiting back rounded edge hoping year luck,2,-1
standard iphone pro motion display might switch pro regular like iphone camera layout lens size mockups indication final phone like look like dramatic increase lens size could mean significant camera quality bump,4,-1
sadly pro motion reserved pro model year wait till next year standard model come display,0,-1
paid pro max pro motion cry buy pro version,0,-1
pro motion normal term normal one still quite pricey,2,-1
dogstruckinoz refreshrate instead use phone show picture per second show picture per second resulting much smoother animation,2,-1
supmadude ahh yes know give higher refresh rate make scrolling smoother seems brainer guess battery saving let user decide use high refresh nice going back lower feel like budget phone year ago sort thing,2,-1
still keeping pmx,2,-1
ottawa see,2,-1
first,2,10
grinding grind flour,2,2
people care would addressed already lew later something care sponsorship,2,-1
yes iphone come back,3,-1
upwards support apple intelligence good reason get want feature earlier model pro watching video decided keep pro max consider upgrade fold year,0,-1
closest look get yet iphone like look fuckn never change,4,-1
,2,2
wait new iphone upscale quality short,3,-1
wow literally upgraded nothing,2,-1
move camera become new series innovative apple,2,-1
prm bong prm quay phim thui apple khoa,2,-1
iphone pro battery life would keep couple year,0,-1
two stage camera button half pressing select focus already reported lot leak,2,-1
would definetly update phone every year sell higher use,1,-1
case motorola kinda,2,-1
shutter button sony like,2,-1
people need phone buy iphones people like phone buy android,2,-1
nothing invented iphone layout nothing new shit slightly different,3,-1
chinese turned,2,-1
pro better pro engineered homo would want another,0,-1
different still,2,-1
think new version feature removed instead increase capability screen like ipad pro,2,-1
glad apple user finally seeing nonsense apple,2,-1
iphone copying,3,-1
removed volume button volume nub iphone terrible gon get fold,2,-1
rumour release date,2,-1
shit different color typical apple,2,-1
enjoyed watching video,2,-1
rumored sim card slot rumor lacked sim card slot possible additional button mark sim tray location market may still require,2,-1
need case jus buy applecare,2,-1
iphone turning oneplus,3,-1
video worst nothing complaint,2,-1
diagonal look dumb asf tbh,2,-1
know big change iphone price,3,-1
keep phone isht,2,-1
nothing new sun,2,-1
apple innovation myth,2,-1
form camera change make sure use previous model case new one,2,-1
new camera arrangement make camera better recording spatial video horizontal alignment allows camera record stereoscopically depth,2,-1
joelface tell know nothing depth perception using camera without telling diagonal camera also aligned laterally shifted bit make difference depth perception order improve depth better camera,2,-1
phoenixfire get argument certainly never seen camera two lens aligned diagonally would still capture depth would capturing one perspective lower meaning get one eye seeing thing slightly lower probably enough make people feel weird looking image considering camera also spaced correct distance apart laterally meaning providing much depth information like regular scale actually quite good close thing,2,-1
phoenixfire yeah absolutely incorrect stereoscopic video captured axis look fine pro model could capture last year,2,-1
chaseedson current year pro model capture stereoscopic hand tilted axis doesnt matter,2,-1
loflog lmfao make hold level,2,-1
like every year,1,-1
always lol,2,-1
case year old gubbed probably get new case anyway target new phone,1,-1
oppo vivo face blue smiling,2,-1
still iphone pro max look almost ridiculous buying work perfectly fine,0,-1
dont change shutter button voice command line intead come apple,2,-1
literally change design slightly get away selling new accessory,2,-1
car need,2,-1
josssssss bro,2,-1
yawn elitist overpriced fashion trash,2,-1
care,2,11
hey feel sooo sorry apple user victim,2,-1
iphone gorgeous,3,-1
literally got,2,-1
incredible plug china,2,-1
pro,0,-1
apple gak berani merubah desain seperti new iphone kita cuma berani facelift karena bos kalian adalah cook,2,-1
old shit always people swerar best dude use brain,2,-1
black color best color ever look deep black bad afford iphone model expensive sad,2,-1
mini reason upgrade,2,-1
getting pro want pro max ill check case preorder phone,0,-1
like xperia camera set,2,-1
getting early testing iphone fake phone real deal,2,-1
think new button capture button,2,-1
know turning,2,-1
done iphone steve job silhouette make light,3,-1
china another country chinese register patent printing clone iphones,2,-1
bro passion anymore,2,-1
year since seen see enthusiasm back either kinda sad,2,-1
gahdamn nothing phone finally change something change made look like another device older model depending see irony,4,-1
,2,2
apple still boring,2,-1
release new phone every year,1,-1
look like iphone,4,6
dark black nice thoo,2,-1
slim looking forward hoping thin,2,-1
hopefully screen new tech,2,-1
maybe changed camera layout better spatial video picture view apple vision pro,2,-1
bullshit every freaking year,1,-1
bro got tired apple even remotely trying anymore like get software matter cmon ingenuity must illegal headquarters,2,-1
funny fake iphone video get view real shit samsung nonsense,2,-1
boring usual apple lost magic used,2,-1
see comment samsung better every way,2,-1
iphone look like,4,6
showing mockups begrudgment apple never send product,2,-1
samsung look like iphone iphone look like samsung confusing,4,-1
apple becoming joke,2,-1
,2,2
guy fire,2,-1
funny bought pro month ago clearly see similar,2,-1
terrible content quality hope guy treat video seriously,2,-1
dropped phone flat face ground many time woulda fine case impressive lol,2,-1
congratulation bought phone twice whoever buy,2,-1
apply come foldable next year going android,1,-1
apple strive innovative courage newest iphone pro whopping taller crowd start clapping,0,-1
,2,2
lol,2,7
brilliant innovation,2,-1
,2,2
nah sell like galaxy,2,-1
please innovation surely displayed via apple thing every year within exception chipset,1,-1
johnhenry whoooooooosh,2,-1
camera displacement apple,2,-1
happened lew later,2,-1
thanks mod next iphone mod new aldschool backcover design old badd pressen good time thank woke,2,-1
let guess next year gon switch camera opposite upper side,2,-1
likely upgrade pro max,0,-1
limp bizkit reviewing stuff,2,-1
already exist sold yet,2,-1
galaxy ultra yearold iphone pro max released galaxy ultra still better,0,-1
probably antenna dedicated camera button,2,-1
matter design apple time presented public matter sold even price much status symbol apple,2,-1
ago,2,-1
android team,2,-1
used,2,-1
use samsung iphone,3,-1
android suck,2,-1
iphone team,3,-1
fold,2,-1
one asked,2,-1
cough,2,2
android samsung fanboys new apple fanboys toxic,2,-1
fold randypage,2,-1
wish apple make leve black missed iphone jet black version back iphone make scratch resistant,3,-1
pro max,0,0
huge jump camera design,2,-1
click bait,2,3
loving mitutoyo caliper,2,-1
definitely camera button wont getting apple intelligence first anyways,2,-1
point upgrading iphone every year besides profit getting ridiculous,1,-1
point upgrading iphone every year besides profit getting ridiculous,1,-1
hate samsung lot also hate apple lot,2,-1
suckitifyoufindit,2,2
look like,4,-1
think pro max pro max extra camera button apple playing fire,0,-1
wow havent seen recommend long time congrats,2,-1
camera section look terrible vertical one black glass looking pill two camera plus,2,-1
every year small change appearance software even want talk got option move icon think android better still better even support cell phone year even problem enimore,1,-1
magsafe gate latercase separating case magsafe ring hard pas,2,-1
look terrible cheap look like oppos xiaomi thing massive camera reason,4,-1
power would using line,2,-1
another pointless new phone apple,2,-1
actually look bad,4,-1
apple copying nothing lmao carl pei work paying lol,2,-1
different still,2,-1
apple product,2,-1
apple fanboys creaming get new phone looked almost decade,2,-1
erano co belli modelli vecchi stavano bene camere posizione scaldate co fanno proprio schifo,2,-1
camera layout probably vision pro medium recording,0,-1
one got buy samsung,2,-1
inspired sony,2,-1
bring later magsafe wallet case,2,-1
iphone sony xperia,3,-1
thats great shirt man,2,-1
apple garbage steve job hard work went straight pipe andriod pulling ahead,2,-1
look like iphones,4,-1
look like sony xperia round corner,4,-1
someone please tell soundtrack used first minute tune used throughout,2,-1
honestly never like diagonal camera setting thing predecessor always found lil girly gay save get pro rather get particular reason camera setting,2,-1
got iphone still full day say io stop updating next year going upgrade plus watch lot youtube bigger screen nice imo think pro max much anyway,0,-1
finally iphone samsung,3,-1
everytime boring design time come apple,2,-1
base model iphones always laughable screen,2,-1
look like cmf phone,4,-1
wow filmed june,2,-1
thats button sim card tray available outside,2,-1
literally look like iphone,4,-1
never fan apple camera bump design,2,-1
echoing damn seems one find annoying unprofessional,2,-1
use pro tempered glass pro,0,-1
apple laughing corner turn button antenna cut smt dummy producer got wrong,2,-1
camera look bigger hope sensor,4,-1
rumour extra button dedicated camera button hence position,2,-1
camera went back iphone layout uglier innovation,3,-1
like plus,4,-1
ifung,2,2
iphones really left behind battery wise design wise switched flip fun phone experience,2,-1
pay innovation lol,2,-1
apple make iphone great everyone,3,-1
got iphone,3,-1
,2,2
curiosity question outside otter box case maker make holster case like holster holster clip one inner pant pocket keeping phone falling deep within said pocket making quick recovery access one phone without dig deep pocket get phone said pocket,2,-1
anyone tell buy model much cost,2,-1
extra button camera,2,-1
boring,2,9
latercase issue went wished went around full phone scratch phone place case protecting price point hope fully cover phone case perfect,2,-1
bring mini back,2,-1
look like oppo phone,4,-1
phone getting ridiculously big want iphone mini back,3,-1
bet extra button fingerprint reader think apple would put button place could accidentally pressed thanks preview lew,2,-1
curious new button layout taller keen see extra height translates display,2,-1
pro pro max,0,-1
gon camera bump series onwards stick pro demn ugly,0,-1
get google pixel,2,-1
cmf phone,2,12
obviously capture button sensitive stuff mimic real photo camera need apple button already lock button remapable button,2,-1
,2,2
last,2,-1
cklickbait,2,2
shit every year top fck software still locked downgrade like lucky apple jailbreak exist,1,-1
launch think low priced sale time sale decline like,2,-1
nice,2,8
thank showing got image dimension size phone,2,-1
feel like iphone becoming less less innovative many design already appeared chinese brand phone face blue smiling,2,-1
look klie nord nothing phone,4,-1
let white boy,2,-1
finally apple look like samsung,4,-1
apple made samsung,2,-1
apple ran creativity innovation suck always,2,-1
reading comment last wasting time nice day mate,2,-1
basically iphone plus iphone love boring apple design,3,-1
nah okay iphone,3,-1
new camera layout record vision pro format whatever called,2,-1
let,2,-1
next year camera layout horizontal,1,-1
,2,2
still apple trolling,2,-1
probably secondary button landscape photography act like shutter click button know,2,-1
back make look like galaxy flip,4,-1
designer iphone really creative set camera back like iphone,3,-1
iphone back look like want upgrade iphone,4,-1
later case lew later,2,-1
used watch guy time back day crazy dedicates whole video sponsor shame,2,-1
thag look like lol,4,-1
every year,1,-1
lew excitement product protected phone table drop legit lol think varying drop test later case see much protection actually provide case mon willydu make happen please,2,-1
apple keep releasing phone yearly instead releasing one good one last year,1,-1
iphone user convert phone iphone,3,-1
look as iphone pro max,0,-1
boring iphone,3,-1
apple must looked xperia camera thought wow look really good,2,-1
know iphone vertical stacked camera phone around year ago believe spatial video time,2,-1
lowkey wish upgrade year pink look fresh barely pro couple year,1,-1
scripted phone drop recommend phone case,2,-1
apple intelligence apple surveillance,2,-1
best iphones yet,2,-1
neighbor buy iphone time,3,-1
apple gon end like nokia innovate phone,2,-1
like nextel,4,-1
made chain,2,-1
apple dice number needed next roll,2,-1
going clone,2,-1
kind innovation,2,-1
lew way sub marque gaming system,2,-1
apple ran idea,2,-1
guy expected something different,2,-1
change camera design fanboys show nothing else different,2,-1
take one thing video tallerance lol,2,-1
iphone boring tech product time,3,-1
thing stick plus,2,-1
,2,2
iphone pro cheaper release,0,-1
changed design enough old case fit,2,-1
copying android,2,-1
clearly camera button,2,-1
time unsubscribe,2,-1
love black hope camera button multi function,2,-1
new model update,2,-1
get plus come,2,-1
black,2,-1
got iphone gta,3,-1
new version look uglier way samsung camera lineup cleaner looking apple stick older camera design look unique,4,-1
atp going back,2,-1
damn release iphone,3,-1
gogle pixel,2,-1
look like cheapo xiaomi phone glad got instead,4,-1
look like iphone lol,4,-1
leak show dynamic island still acceptable stand big black empty spot screen enjoying full screen display activity,2,-1
miss day flush camera essential last one flush camera also mind slight lip galaxy note modern trend smartphones massive camera bump getting tiresome really ugly also would kill center mount camera know reduces space totally fine slightly thicker device compensate battery,2,-1
like like,4,-1
one look like,4,-1
plus look like sony phone,4,-1
always believed manufacturer make case,2,-1
touch right,2,-1
get hat,2,4
apple really make ugly shit,2,-1
phone humbled type charging,2,-1
button spetial video also act camera shutter button work like real camera light press focus hard press capture,2,-1
capture button good prefer pro model,0,-1
last iphones phone different camera location lmao,2,-1
still phone give aways,2,-1
camera bump absurd,2,-1
wtf background,2,-1
get hand redmagic pro,0,-1
would apple want make iphone camera look similar samsung old layout far stylish saw knew looking apple iphone know apple better get act together come colour offering choice really lame upgrading ugly,2,-1
camera module change literally keep people wanting latest design boring get away,2,-1
later case look like silicone case apple selling year hopefully one made durable material silicone apple branded case lost chunk silicone everytime dropped point longer even silicone left still managed keep iphone protected year bothered buy another maybe brand way,2,-1
waiting next big design change like notch dynamic island sticking pro,2,-1
embarrassing moment friend ask oppo,2,-1
black go crazy,2,-1
apple galaxy,2,-1
got kidding seriously adding button replacing switch moving camera around calling day lately people keep buying,2,-1
suck mini,2,-1
second button supposed camera button,2,-1
different,2,-1
still people mad spend unnecessary iphone,3,-1
iphone back old school,3,-1
apple suck buying anymore,2,-1
lmfao soooo changed nothing color apple fucking trash haha,2,-1
buying base,2,-1
iphone vertical camera layout look like android phone,4,-1
iphone non pro,0,-1
regular look lot like redmi,4,-1
prototype,2,-1
woah,2,-1
folding year,1,-1
wild,2,-1
send one bro,2,-1
interest last year interested fold phone launched,1,-1
android fan never apple turn prop apple,2,-1
black one sure buying apple inteligence,2,-1
clickbait much,2,-1
guess waiting iphone nothing change,3,-1
wow part history,2,-1
androipple series look like wall,4,-1
found car cellphone case iphones android phone microsoft phone everything could thing iphone android phone microsoft phone everything could also install car wallpaper app phone post wallpaper faster car wallpaper phone time thing could,2,-1
making iphone modified create iphone,3,-1
innovative phone,2,-1
man boring,2,-1
think black dot cover fact official mock ups,2,-1
look like iphone,4,6
video samsung flip want get,2,-1
capture button physical going touch,2,-1
wait,2,-1
sim slot,2,-1
need podcast back,2,-1
new phone look like every generic phone,4,-1
already announced pro model going andy max going,0,-1
black model reminds much plus think came beautiful color,2,-1
pay get rid capture button action button minimalist phone,2,-1
always vertical camera look clean like phone,4,-1
iphone user,3,-1
video flip,2,-1
worst apple product ive seen,2,-1
yall stick recent iphones,2,-1
wowowowoooo many upgrade yeah apple innovator phone last year look lovely big as hump instead camera cutout,1,-1
look like peasant phone camera back,4,-1
know kinda feel bored iphone mean every,3,-1
happy getting iphone pro anyone keen giving away,0,-1
literally look like iphone,4,-1
,2,2
want leather case iphone pro,0,-1
soooo new android phone better seeing historically hardcore apple person extremely immersed eco system,2,-1
phone iphone pro max better camera way apple way move fan away bullshit hardcore apple guy everything apple love eco system absolute fuck fucking phone pro max minor advancement fucking apple hate saying,0,-1
idk camera design got classic iphone look new camera placement scream android,4,-1
mini forever,2,-1
cmf phone,2,12
iphone series looked like iphone series iphone look like iphone series mean iphone look like iphone,3,-1
look like,4,-1
non pro model iphones still descent display refresh rate still stuck display cheap model brand get least,2,-1
hum apple samsung,2,-1
point guy promos phone laptop car time sell company brand someone want back root unboxing random cool tech ride sunset bring back lew later channel tech podcasts,2,-1
normal iphone like nothing phone without make nothing product,3,-1
right handed use cellphone left handed,2,-1
side button camera shutter holding phone horizontally snap photo like camera,2,-1
hate click bait,2,-1
plus upgrading minute,2,-1
currently iphone pro max get new phone iphone pro max otterbox defender pro case,0,-1
wait flat back,2,-1
wait jacksfilms make parody,2,-1
thank trying remember name lol,2,-1
hope iphone get variant,3,-1
variant,2,-1
size wtf,2,-1
believe phone come,2,-1
could see apple making logo less noticeable statement,2,-1
shit different,2,-1
thickness,2,-1
look great though,4,-1
iphone already camera lay,3,-1
still rockin max talk,0,-1
,2,2
really look like iphone saw public without knowing think android,4,-1
iphone skip gym figured looked like iphone need work new feature,3,-1
noticed used mock display case,2,-1
case maker get mock ups ahead time make case prior official launch definitely believe future video make like,2,-1
supposed fingerprint actually sim slot united state eliminated however europe country put slot sim,2,-1
iphone pro max version sim card slot side phone spot button location shown video definitely button phone tho others said internal antenna,2,-1
iphone literally look like iphone,4,-1
mean supposed phone work even samsung design need changing people like want change reason,2,-1
vincentopperman think apple stick iphone need make anymore phone even oldest iphones still work perfectly fine kinda upgrade,2,-1
pro camera bump insanely thick look bad,0,-1
triple camera layout case look like fidget spinner,4,-1
apple run idea,2,-1
love samsung get much flack changing phone look dont remember another look iphone iphone like audi theyve design since creation,4,-1
shameless plug tho,2,-1
still using plus gem sure really worh upgrading broke,2,-1
folk fooled every year april fool,1,-1
phone since iphone,3,-1
see bunch basic shit,2,-1
poor kid money,2,-1
thebatman baby girl,2,-1
thespeakersreview hey richie rich send alimony know fuckin around wit dem messy one,2,-1
apple launch fold flip really interested anymore boring,2,-1
nice like coz apple first like,4,-1
button non model sim card slot opposite side,2,-1
know someone already planning buy new iphone planning buy also plan waybill iphone greatly appreciate god continue bless greatly amen,3,-1
dedicated button fingerprint,2,-1
iphone series new version,3,-1
apple let relocate camera position every year additional feature,1,-1
black pro max look good,0,-1
got pro max last weekend lol,0,-1
iphone plus nice der new camerabump,3,-1
black colour cool,2,-1
first ever time leaving dislike video channel posted cancelled favourite show clickbait title lazy maybe busy day blame could let willy run channel,2,-1
button ultra wideband antenna,2,-1
moved side new capture button leaked capacitive zoom two stage focus press take photo,2,-1
agree last made something worthy,2,-1
matte black nice wait get mine,2,-1
pregunta cuando volveran los grandes cambios celulares como ante por que ahora ma mismo por ma dinero la compa ia traen pocos cambios,2,-1
black simply amazing reminds iphone black solor,2,-1
drop phone million time without case cuz hate still broken iphone,2,-1
yup like black,2,-1
damn echo video super extrem distracting,2,-1
mean look room,4,-1
definitely make black latercase,2,-1
answer question pro,0,-1
camera shutter button also fingerprint sensor,2,-1
hey look like iphone looked like followed lastly,4,-1
lost iphone got xiaomi phone literally tell difference time using,3,-1
would cool see someone receives early production model older generation would willing put component inside production model see would work,2,-1
miss podcast,2,-1
believe click bait thumbnail,2,-1
cheesy muzak,2,2
boring,2,9
whats annoying echo,2,-1
think fpt called added button camera shutter would loved get iphone make first iphone cause potential screen size always seen small bigger big man spend well phone charger ear pod air pod etc wow way spend laptop actually use work project get money man device feel like huge purchase meant phone expensive wow samsung apple google come one,2,-1
trend get hyped squeeze money bank account avoid apple vloggers keep hyping telling user upgrade basically nothing,2,-1
zfold next week fold year ago switched back apple back fold buy apple least phone try thing different new apple year year nothing change small tweak phone look exact every year,1,-1
nothing phone took note apple apple took note nothing phone,2,-1
waaaw absolutely excited,2,-1
look like samsung,4,-1
plus rather pro pro max bcz look exactly like pro max,0,-1
clickbait,2,5
channel fell,2,-1
new iphone cool got iphone march ill stick iphone trading upgrading time soon,3,-1
hey lew everyone gon say apple adding big black circle back iphone sticker wheew,2,-1
literally looking like camera layout iphone,3,-1
everyone comparing literally iphone smaller camera island,2,-1
cam ugly hell,2,-1
could easily added fingerprint sensor additional button like one ipad model noooooooooooo,2,-1
believe tech youtuber heard anything yet upcoming capture button unboxtherapy button,2,-1
fan boy obviously even think like apple,2,-1
ikorogodstime pretty sure us iphone,3,-1
ikorogodstime neither know,2,-1
capture button make actual sense would logical bringing back notch,2,-1
santiago make sense known device,2,-1
hold phone landscape mode used trigger shooting game,2,-1
jeevankaushaldeepati would know phone yet,2,-1
think thats fingerprint sensor,2,-1
fullscreen display face,2,-1
sample send possible buy prop somewhere,2,-1
love india,2,-1
every like nothing,4,-1
left apple iphone prefer flip phone using motorola razr loving apple make flip phone one day maybe back nothing really cool apple day want change flip phone amazing ideal,2,-1
anyone look like others model sense iphone iphone need year change iphone many nice idea money great design apple risk system get better also detail system burning user,3,-1
,2,2
last comment,2,-1
camera redesign literally reminds fold camera lol,2,-1
keep making phone bigger supposed year upgraded mini making easy,2,-1
mad disappointed disappointed apple every year plus feel every year minute upgrade,1,-1
mac say capture button gesture control speculation iphone capture button might use capacitive design latest reporting suggests case instead capture button mechanical design physically press however information reported surface capture touch sensitive iphone user allegedly able swipe left right capture button surface zoom information also say user able bring image focus pressing lightly activate shutter pressing firmly button,2,-1
sad brought mini back year man mini size perfect crazy small phone non existent least flag ship pretty good level good camera everything,2,-1
say friend anker covered friend still pay covered sir,2,-1
ratio extra width may right,2,-1
miss lew later,2,-1
less expensive build made button programmable power button like toggle siri whatever else planned,2,-1
interesting iphone trying look like samsung samsung want look like iphone,4,-1
rectangular screen like pretty much every smart phone,2,-1
apple made samsung,2,-1
actually like camera style know,2,-1
purchase one,2,-1
still iphone lol nothing changed,3,-1
ugly design,2,-1
wish titanium phone solid titanium titanium coated,2,-1
agree terrible video,2,-1
chat real,2,-1
inch basically ipad mini pocket,2,-1
apple keynote day introduce iphone brand new revolutionary world never done sleek innovative design,2,-1
look like samsung apple stick pro,4,-1
lower button camera button take photo sideways like old digital camera,2,-1
new button capacitive apple make anymore,2,-1
bixby button,2,-1
sup erc ell lat erc ase,2,-1
honor series,2,-1
still iphone plus,3,-1
sure iphone seeing cmf nothing phone,3,-1
iphone pro series look iphone pro pro worth upgrade,0,-1
standard iphone favorite,3,-1
two three week iphone release everybody talking iphone,3,-1
ofcourse change design otherwise seems gon get future nothing new remove feature year bring back,2,-1
apple biznes,2,-1
fake bizness,2,-1
open one phone video please always wonder made,2,-1
love mag like design addon however really would love added case better way line pain mount work get little little ocd start make eye tick little bit haha love product though,2,-1
something new iphone finally original design wow,3,-1
apple really reduce reuse recycle iphones,2,-1
old guy,2,-1
apple go iphone mock year point buying basically last year iphones,1,-1
thanks making latercase best case ever used,2,-1
point apple samsungs phone gon look exactly alike,2,-1
related,2,-1
yeah samsung apple,2,-1
identically minor change reverting back back,2,-1
layav,2,-1
much apple pay nto paga apple,2,-1
samsung design,2,-1
title view,2,-1
look exact phone,4,-1
amount time dropped iphone latercase still understand screen tact,3,-1
new button key selling sorry buying point new customer,2,-1
apple gay,2,-1
,2,2
iphone first iphone currently using plus never used case iphone anyone use case iphone,3,-1
congratulation buy phone,2,-1
fingerprint sensor,2,-1
cmf phone,2,12
nice video,2,-1
still close apps feature pause video recording io maybe io worry apple wont wait slide galaxy ultra smoothly back pocket,2,-1
man going new version know let move camera software update pay,2,-1
real fake fake get,2,-1
ofcouse apple sell idea someone buy money making apple,2,-1
nice,2,8
glad still iphone pro max spent front first released apple store storage totally worth investment,0,-1
worst phone ever,2,-1
abv phone go crazy mann poor iphone base like screen fanboys still defended,2,-1
abv say,2,-1
pro max way better bought pro cuz broke planning lol still pretty decent definitely good,0,-1
storage phone,2,-1
bongpet yes charging cable adapter smoke screen protector,2,-1
kensofuego cope,2,-1
thatguy thing bad phone battery life bad even contends case,2,-1
toilet iphon apple intelligence,2,-1
cwg neither,2,-1
kensofuego price apple gave least,2,-1
cwg overrated still iphone user disable garbage like siri,3,-1
back day could outright earlier model hundred dollar best investment,2,-1
abv,2,-1
wife pro max phone iphone version course apple marketing would believe major upgrade however look function,0,-1
dazauto swear ive using iphone year last week went apple store check iphone model bro thing new really dynamic island nothing else idk people upgrade iphones yearly mean rich people think normal people upgrading sake clout status symbol,2,-1
acknowledge fact look oppo,2,-1
doubt iphone exist yet deliver million iphone launch day,3,-1
look like android,4,-1
want iphone,3,-1
energy unbox therapy video gone,2,-1
think design inspired samsung,2,-1
people stop expecting much apple till iphone cause last change come iphone launched iphone dont think major design shift till another edition iphone,3,-1
clickbait real,2,-1
apple coping samsung day,2,-1
yes,2,-1
backward engineering,2,-1
day asking,2,-1
apple stop ant need update since,2,-1
camera bump look much like fold,4,-1
cmf phone,2,12
please dont get iphone every year esp iphone please google congo iphone know happening,3,-1
hope aint accurate flash damn stupid unless either dont wan use case dont want flash light work,2,-1
knew people know clicking gon see acrual iphone release september however really hate clickbaity title completely misleading understand clickbaity however putting something completely false title skummy like almost like unspoken rule come clickbaity blatantly lie viewer loose trust integrity already since seem taking non stop sponsorship less genuine someone like mkbhd feel valid point understand disagree,2,-1
layout camera picture apple vision button reason take vision pro picture apple need push save vision pro sale,0,-1
comment got realize actual phone,2,-1
sir big fan regularly watch video going risk think know bangladesh quata movement please say something,2,-1
also like comment want lew later back need back want answer,2,-1
interesting choice expanding height pro model anything pro max slimmed width wise still one widest phone market uncomfortable use one handed typing reaching anything,0,-1
change enough make buy new case,2,-1
lack enthusiasm real innovation astounding,2,-1
phone reaching peak almost company look,2,-1
mean rectangular shaped object screen kind like majority smart phone maybe could build one shape ball get praised innovative useless design one want,2,-1
jeffs real,2,-1
get,2,4
,2,2
wtf ruined thought upgrading iphone pro guess get pro,0,-1
apple entered chat,2,-1
well technically exist,2,-1
ill stick zenfone longer small phone dont like pocket usually used gaming,2,-1
camera module exactly like cmf phone one think making change camera module make entrance iphones look common cheap high end model look premium unique certainly charging apple thing lmao,4,-1
iphone design leaked way people even knew cmf phone plus consumer know cmf nothing also nothing phone one stole design iphone,3,-1
irvlrn isheep,2,2
going back design material,2,-1
video completely useless lol none thing mock ups confirmed accurate lol,2,-1
new button cut antenna like iphone plus,3,-1
sick phone getting bigger bigger wan hold phone one hand even worse fact upgrade even bigger phone feature pro max,2,-1
look identical nothing cmf phone camera layout wise,4,-1
secondary button area would antenna guess,2,-1
god god finally found upload new video iphone pro max want see wait god thank thank much,2,-1
bring new mini please,2,-1
good video love world expensive product prize become higher higher year love india,2,-1
apple fanboys like awesome android dude,2,-1
better looking change,2,-1
lew later,2,-1
algo,2,2
look like nothing phone iphone started copying small company like nothing bit strange,4,-1
basically samsung,2,-1
personally believe iphone max best design among series,3,-1
cmf phone,2,12
apple copying samsung least samsung fan would say cared much apple fanboys thing looking similar lol,2,-1
find funny find people commenting need new iphone iphone still work fine still pressed thumbnail watch video possible latest version know want buy case great current flaweless working iphone stated still flawless even case new model might awesome complaining new iphones better enough people broke iphone buy new one anyways still valid reason new updated model nobody say replace new one exists,3,-1
someone give summary difference iphone,3,-1
sold pro max today depreciate soon,0,-1
giving android,2,-1
long iphone us aac lot folk,3,-1
